,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
0,1,38050631.0,59.7,41.0,NA,3.201419688314625,10.0,1.0,0.0,1.0,0.0,4.0,11.0,1.0
1,1,11118000.0,43.6,15.4,15.6,3.464962497768431,10.0,1.0,1.0,1.0,1.0,2.0,19.0,1.0
2,2,43919450.0,105.3,NA,NA,2.233631583829575,8.0,1.0,0.0,1.0,0.0,2.0,7.0,1.0
3,5,1730000.0,194.2,1.0,NA,3.5630236988370156,NA,0.0,1.0,0.0,1.0,10.0,13.0,0.0
4,1,4403057.0,22.7,22.7,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,3.0,NA,1.0
5,1,4585315.0,17.3,17.3,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,2.0,NA,1.0
6,1,4814581.0,17.3,10.0,NA,5.515174218521208,6.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0
7,1,4814581.0,17.3,17.3,0,5.559235342432982,5.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0
8,1,5300000.0,32.0,20.0,7.0,5.56555619164505,4.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0
9,1,5377566.0,18.3,10.0,NA,5.515174218521208,6.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0
10,1,5377566.0,18.3,18.3,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,5.0,NA,1.0
11,1,5496232.0,23.7,23.7,0,5.559235342432982,5.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0
12,1,5550000.0,37.4,20.0,9.6,6.746869251990324,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
13,1,5999000.0,30.0,16.0,6.0,6.763515002883967,NA,0.0,1.0,1.0,1.0,3.0,5.0,0.0
14,1,6000000.0,32.0,20.0,6.0,5.614385400283312,10.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0
15,1,6000000.0,35.0,20.0,10.0,6.7056930524897504,13.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0
16,1,6000000.0,35.1,20.1,9.6,5.530931065548001,10.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0
17,1,6100000.0,34.0,21.0,8.0,4.386355118170973,12.0,1.0,1.0,1.0,1.0,2.0,5.0,0.0
18,1,6100000.0,36.0,20.0,10.0,5.530931065548001,10.0,1.0,1.0,1.0,1.0,12.0,12.0,0.0
19,1,6258687.0,25.5,15.0,NA,5.515174218521208,6.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0
20,1,6300000.0,35.0,18.0,8.0,6.58850337254281,12.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0
21,1,6325576.0,30.0,17.0,NA,5.515174218521208,6.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0
22,1,6325576.0,29.5,29.5,0,5.542916000413058,5.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0
23,1,6437035.0,33.5,18.0,NA,5.515174218521208,6.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0
24,1,6449418.0,28.5,16.0,NA,5.515174218521208,6.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0
25,1,6467402.0,28.2,28.2,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,3.0,NA,1.0
26,1,6500000.0,36.8,20.5,6.0,6.784752974721633,11.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0
27,1,6577730.0,28.1,28.1,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
28,4,203956480.0,206.0,130.0,20.0,0.9769805501590246,NA,0.0,0.0,1.0,0.0,6.0,8.0,0.0
29,2,18500000.0,56.0,31.3,9.1,3.57436027886058,6.0,1.0,1.0,1.0,1.0,7.0,12.0,0.0
30,3,127472800.0,120.0,100.0,10.0,2.4961056427931587,3.0,1.0,1.0,1.0,1.0,5.0,14.0,0.0
31,1,6600000.0,34.0,18.0,10.0,7.062511466405674,NA,0.0,0.0,1.0,1.0,2.0,12.0,0.0
32,2,6600000.0,33.1,18.0,6.0,5.810564122807148,NA,0.0,1.0,0.0,1.0,5.0,9.0,0.0
33,1,6600000.0,33.1,20.2,5.6,5.810564122807148,NA,0.0,1.0,0.0,1.0,5.0,9.0,0.0
34,1,6800000.0,27.0,17.0,5.4,6.892461057287865,10.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0
35,1,6800000.0,31.0,19.0,7.0,5.253933623223144,NA,0.0,1.0,0.0,1.0,4.0,5.0,0.0
36,1,6850000.0,32.0,17.0,8.0,5.571779419592551,9.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0
37,1,6900000.0,34.0,19.0,9.0,3.464962497768431,5.0,1.0,0.0,0.0,1.0,3.0,16.0,0.0
38,1,6934500.0,34.0,NA,NA,3.464962497768431,5.0,1.0,0.0,0.0,1.0,8.0,16.0,0.0
39,1,7000000.0,36.0,20.0,10.0,5.512868250608081,15.0,1.0,0.0,0.0,1.0,4.0,12.0,0.0
40,2,7000000.0,35.0,22.0,5.5,6.054717651143381,10.0,1.0,1.0,0.0,0.0,2.0,9.0,0.0
41,1,7007958.0,31.7,31.7,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,2.0,NA,1.0
42,2,7021000.0,41.2,27.8,NA,5.964426330463657,NA,0.0,1.0,1.0,0.0,5.0,19.0,1.0
43,1,7079400.0,34.0,19.0,9.0,3.464962497768431,5.0,1.0,0.0,0.0,1.0,8.0,16.0,0.0
44,1,7189943.0,30.5,30.5,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
45,1,7200000.0,35.0,20.0,9.0,6.664439684369704,10.0,1.0,0.0,0.0,1.0,10.0,12.0,0.0
46,1,7200000.0,27.0,25.0,NA,6.892461057287865,NA,0.0,0.0,0.0,0.0,4.0,5.0,0.0
47,1,7200000.0,32.0,19.0,6.0,6.035163476457931,15.0,1.0,1.0,0.0,1.0,3.0,9.0,0.0
48,1,7200000.0,31.0,18.0,6.0,5.920355779856333,4.0,1.0,1.0,0.0,1.0,2.0,9.0,0.0
49,1,7220153.0,33.6,33.6,0,5.542916000413058,5.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0
50,1,7240000.0,41.8,27.4,10.0,4.00561731688344,NA,0.0,1.0,1.0,1.0,29.0,44.0,1.0
51,1,7250000.0,41.9,NA,NA,4.00561731688344,11.0,1.0,1.0,1.0,1.0,20.0,44.0,1.0
52,1,7269461.0,32.2,32.2,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,3.0,NA,1.0
53,1,7300000.0,32.0,19.5,6.0,4.6288402295203,5.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0
54,2,7300000.0,38.0,24.0,6.0,6.054717651143381,10.0,1.0,1.0,1.0,1.0,2.0,9.0,0.0
55,2,7330000.0,47.0,29.0,6.5,5.646658091399731,15.0,1.0,1.0,0.0,1.0,2.0,5.0,0.0
56,1,9000000.0,39.0,20.0,9.5,5.857936056473612,15.0,0.0,0.0,1.0,1.0,11.0,12.0,0.0
57,3,160000000.0,172.6,100.0,NA,3.739733403761181,9.0,1.0,1.0,1.0,0.0,12.0,12.0,0.0
58,3,43450000.0,77.0,50.0,13.0,3.5630236988370156,9.0,1.0,1.0,1.0,1.0,3.0,14.0,0.0
59,1,7334891.0,32.5,32.5,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,3.0,NA,1.0
60,2,7356800.0,42.0,23.4,NA,5.964426330463657,NA,0.0,1.0,1.0,0.0,5.0,19.0,1.0
61,2,7356800.0,41.3,27.8,NA,5.964426330463657,NA,0.0,1.0,1.0,0.0,4.0,19.0,1.0
62,2,7500000.0,45.0,30.0,6.0,5.560017228256203,15.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0
63,1,7500000.0,35.2,17.0,8.5,6.664439684369704,10.0,1.0,0.0,0.0,1.0,9.0,12.0,0.0
64,1,7534606.0,34.1,34.1,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,2.0,NA,1.0
65,1,7584028.0,33.0,33.0,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
66,2,7600000.0,38.0,24.0,6.0,5.660737417965408,NA,0.0,1.0,1.0,1.0,7.0,9.0,0.0
67,2,7650000.0,36.0,21.0,5.0,5.168034366102981,13.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0
68,2,7650000.0,43.0,36.0,6.0,5.189518944338228,10.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0
69,2,7650000.0,43.0,36.0,6.0,5.189518944338228,15.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0
70,1,7764334.0,32.2,18.0,NA,5.515174218521208,6.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0
71,2,7800000.0,44.0,31.0,6.0,6.672367340649437,10.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0
72,2,7800000.0,45.0,30.0,6.5,5.463457476010874,NA,0.0,1.0,1.0,1.0,5.0,5.0,0.0
73,1,7800000.0,32.0,21.0,6.0,3.6937041857140374,4.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0
74,1,7800000.0,35.0,20.0,10.0,5.9658077322017515,NA,0.0,0.0,1.0,1.0,8.0,12.0,0.0
75,1,7800000.0,31.0,20.0,6.0,4.894037882309105,13.0,1.0,1.0,1.0,1.0,7.0,9.0,0.0
76,1,7804265.0,35.6,35.6,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
77,1,7838741.0,34.9,34.9,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,3.0,NA,1.0
78,1,7850000.0,24.0,15.0,4.0,2.863343074432878,4.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0
79,2,7850000.0,43.4,29.2,5.6,4.853533461906185,7.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0
80,1,7863878.0,29.0,29.0,0,5.559235342432982,5.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0
81,1,7990000.0,55.0,40.0,10.0,5.515174218521208,NA,0.0,1.0,1.0,1.0,2.0,5.0,0.0
82,1,8000000.0,37.0,20.0,9.0,6.093287875636824,8.0,0.0,1.0,1.0,1.0,2.0,14.0,0.0
83,1,8000000.0,38.5,17.0,8.2,6.643115912264543,13.0,1.0,1.0,0.0,1.0,5.0,14.0,0.0
84,3,79500000.0,150.0,40.0,45.0,4.865527376263398,13.0,1.0,1.0,1.0,0.0,10.0,22.0,0.0
85,5,55000000.0,142.0,96.0,25.0,2.1933017714057343,5.0,1.0,1.0,1.0,0.0,7.0,8.0,0.0
86,1,29895000.0,48.2,39.5,8.0,3.5630236988370156,7.0,1.0,1.0,0.0,0.0,13.0,13.0,0.0
87,2,8081363.0,55.2,30.0,NA,5.515174218521208,6.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0
88,1,8081363.0,55.2,25.0,NA,5.515174218521208,6.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0
89,1,8081363.0,55.2,55.2,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,2.0,NA,1.0
90,1,8100000.0,35.0,15.0,9.0,5.894430287706376,7.0,0.0,0.0,1.0,1.0,2.0,17.0,0.0
91,1,8112552.0,39.8,39.8,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,2.0,NA,1.0
92,3,8150000.0,56.0,40.0,6.0,3.1764392781142443,NA,0.0,0.0,1.0,1.0,3.0,5.0,0.0
93,3,8150000.0,56.0,40.0,6.0,3.1764392781142443,5.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0
94,1,8157500.0,43.0,20.0,NA,4.00561731688344,NA,0.0,1.0,1.0,0.0,3.0,44.0,1.0
95,2,8200000.0,44.6,32.3,5.6,5.644299420912551,7.0,1.0,1.0,1.0,1.0,7.0,9.0,0.0
96,1,8200000.0,40.0,20.0,8.5,5.366710732880556,NA,0.0,1.0,1.0,1.0,2.0,5.0,0.0
97,2,8300000.0,40.5,27.0,7.0,4.122888298846006,9.0,1.0,0.0,1.0,0.0,3.0,6.0,0.0
98,2,8323802.0,55.2,55.2,0,5.542916000413058,5.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0
99,1,8400000.0,31.0,19.0,6.0,3.1985869766027824,7.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0
100,1,8400000.0,32.0,19.0,5.1,5.053631894766932,6.0,1.0,1.0,1.0,1.0,9.0,9.0,0.0
101,1,8437054.0,39.8,39.8,0,5.542916000413058,5.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0
102,1,8499650.0,43.7,NA,NA,4.00561731688344,5.0,1.0,1.0,1.0,0.0,2.0,39.0,1.0
103,1,8500000.0,31.6,21.3,5.1,3.751219072650629,3.0,1.0,1.0,0.0,1.0,5.0,9.0,0.0
104,1,8500000.0,37.0,18.5,11.5,4.995560101732348,5.0,1.0,0.0,1.0,0.0,6.0,17.0,0.0
105,2,8500000.0,42.0,26.6,5.0,3.2802348411823354,7.0,1.0,1.0,0.0,1.0,1.0,9.0,0.0
106,2,8500000.0,43.5,28.7,6.0,4.145650893107667,8.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0
107,1,8500000.0,35.0,18.0,9.0,3.747860630599675,10.0,1.0,1.0,1.0,1.0,6.0,16.0,0.0
108,1,8513060.0,37.0,37.0,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
109,1,8570754.0,44.0,44.0,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,1.0,NA,1.0
110,2,8600000.0,52.0,37.0,12.0,7.68412274878359,NA,0.0,0.0,0.0,1.0,1.0,13.0,0.0
111,1,8611226.0,36.8,36.8,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
112,5,119980000.0,225.3,NA,NA,1.5555542395134134,14.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0
113,4,55000000.0,117.0,89.0,15.0,1.3419241433062556,8.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0
114,2,38038000.0,49.4,30.0,9.4,2.4775937924917835,5.0,1.0,1.0,0.0,1.0,5.0,7.0,0.0
115,1,8650000.0,38.8,23.1,9.0,5.504586872358478,2.0,1.0,1.0,0.0,0.0,13.0,14.0,0.0
116,1,8672814.0,38.4,38.4,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,3.0,NA,1.0
117,2,8700000.0,44.0,29.0,6.0,4.49650911013961,6.0,0.0,1.0,1.0,1.0,4.0,9.0,0.0
118,1,8700000.0,39.0,19.0,8.0,6.296800135844,10.0,1.0,0.0,0.0,1.0,12.0,17.0,0.0
119,1,8700000.0,38.0,20.0,9.0,6.179923083530692,NA,0.0,1.0,0.0,1.0,6.0,17.0,0.0
120,1,8800000.0,30.0,18.0,6.0,2.3376540702527384,9.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0
121,1,8851913.0,40.3,40.3,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,2.0,NA,1.0
122,1,8895300.0,44.7,NA,NA,4.00561731688344,5.0,1.0,1.0,1.0,0.0,4.0,39.0,1.0
123,1,8896178.0,39.4,39.4,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,3.0,NA,1.0
124,1,8900000.0,40.0,20.0,10.5,5.391043080197897,3.0,0.0,0.0,1.0,1.0,12.0,22.0,0.0
125,1,8900000.0,39.0,23.0,10.0,6.098730463509968,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0
126,2,8900000.0,47.5,31.0,7.0,5.7160437287971115,9.0,1.0,0.0,0.0,1.0,1.0,12.0,0.0
127,1,8943624.0,49.9,49.9,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
128,2,8950000.0,46.4,24.2,9.2,3.665391351439085,NA,0.0,0.0,0.0,0.0,1.0,5.0,0.0
129,1,8949981.0,38.9,38.9,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
130,1,9000000.0,31.0,18.0,5.0,3.9884659792966715,11.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0
131,2,9000000.0,52.0,40.0,7.0,4.378561212923326,8.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0
132,1,9000000.0,33.0,17.0,7.0,3.7414576732412996,NA,0.0,0.0,1.0,0.0,4.0,12.0,0.0
133,1,9000000.0,40.0,20.0,10.0,5.663720476445352,7.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0
134,2,9000000.0,48.0,31.0,7.2,4.503157792567625,7.0,1.0,1.0,1.0,1.0,7.0,12.0,0.0
135,1,9000000.0,36.7,16.0,10.1,3.5402449750330898,9.0,1.0,1.0,1.0,0.0,1.0,16.0,0.0
136,1,9000000.0,36.7,16.0,10.1,3.5402449750330898,5.0,1.0,1.0,1.0,0.0,1.0,16.0,0.0
137,2,9000000.0,54.0,34.0,9.0,4.122888298846006,3.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0
138,1,9027459.0,41.1,41.1,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,1.0,NA,1.0
139,1,9069305.0,53.6,53.6,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
140,2,35584000.0,70.0,43.9,8.0,2.2572318532107265,5.0,1.0,1.0,1.0,0.0,4.0,6.0,1.0
141,2,14500000.0,64.0,34.0,12.0,6.2148098772357425,10.0,1.0,0.0,1.0,1.0,15.0,17.0,0.0
142,4,133846440.0,170.0,140.0,30.0,2.735518108386897,2.0,0.0,1.0,1.0,1.0,4.0,NA,0.0
143,1,9100000.0,38.0,19.1,10.0,3.640584801973636,9.0,1.0,0.0,1.0,1.0,12.0,16.0,0.0
144,1,9106650.0,44.1,NA,NA,4.00561731688344,5.0,1.0,1.0,1.0,0.0,7.0,39.0,1.0
145,2,9117548.0,53.3,53.3,0,5.542916000413058,5.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0
146,1,9117548.0,53.3,53.3,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,3.0,NA,1.0
147,1,9199000.0,34.2,19.0,9.7,2.846909146390401,5.0,1.0,1.0,1.0,1.0,16.0,16.0,0.0
148,2,9200000.0,44.0,29.0,6.0,3.231044888908972,6.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0
149,1,9200000.0,38.0,19.0,8.0,5.934263411827107,11.0,1.0,0.0,1.0,1.0,9.0,17.0,0.0
150,2,9300000.0,45.0,29.3,6.0,5.034145111514977,15.0,1.0,0.0,1.0,1.0,6.0,12.0,0.0
151,2,9300000.0,42.0,27.0,5.0,8.006149891444114,7.0,1.0,1.0,1.0,1.0,8.0,9.0,0.0
152,1,9356608.0,42.6,42.6,0,5.559235342432982,5.0,1.0,1.0,0.0,1.0,2.0,6.0,0.0
153,2,9390000.0,37.0,22.0,8.0,5.940778618678213,2.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0
154,1,9395149.0,41.2,41.2,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
155,1,9400000.0,38.4,18.0,7.5,5.934263411827107,9.0,1.0,0.0,1.0,1.0,6.0,17.0,0.0
156,1,9432900.0,44.6,NA,NA,4.00561731688344,5.0,1.0,1.0,1.0,0.0,7.0,39.0,1.0
157,2,9500000.0,39.5,22.2,7.5,5.663720476445352,5.0,1.0,0.0,1.0,1.0,11.0,12.0,0.0
158,2,9500000.0,43.0,29.0,6.0,4.025672711131999,9.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0
159,1,9500000.0,35.2,20.0,9.6,3.3603081621505324,9.0,1.0,0.0,1.0,1.0,5.0,12.0,0.0
160,1,9500000.0,30.0,18.0,6.0,2.287765308009117,4.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0
161,1,9500000.0,38.5,20.0,10.0,5.2670252123946275,5.0,1.0,0.0,0.0,1.0,6.0,18.0,0.0
162,2,9500000.0,45.0,27.0,7.0,5.243186875233651,10.0,1.0,0.0,1.0,1.0,10.0,12.0,0.0
163,2,9500000.0,45.0,29.0,6.8,3.6809523153756314,15.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0
164,1,9500000.0,40.0,21.0,9.0,4.126896662090185,NA,0.0,1.0,0.0,1.0,5.0,13.0,0.0
165,2,9500000.0,39.0,27.0,NA,4.122888298846006,5.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0
166,2,9700000.0,50.0,30.0,7.0,7.632961187442358,11.0,1.0,1.0,0.0,1.0,1.0,14.0,0.0
167,2,9700000.0,38.0,32.0,6.0,4.695093867650525,11.0,1.0,0.0,1.0,1.0,3.0,17.0,0.0
168,3,19900000.0,70.0,50.0,18.0,2.608604746495278,5.0,0.0,1.0,1.0,1.0,8.0,8.0,0.0
169,3,96000000.0,150.0,87.0,24.0,2.797436301480827,5.0,1.0,1.0,0.0,1.0,5.0,7.0,0.0
170,4,75846316.0,152.0,NA,NA,3.7989562195389395,7.0,1.0,1.0,1.0,0.0,4.0,12.0,0.0
171,2,9700000.0,47.4,29.0,7.4,3.648458590239774,7.0,1.0,0.0,1.0,1.0,2.0,12.0,0.0
172,2,9700000.0,43.0,34.0,5.5,3.263273575119828,NA,0.0,1.0,1.0,0.0,1.0,5.0,0.0
173,1,9700000.0,35.0,20.0,9.0,3.3603081621505324,NA,0.0,0.0,0.0,1.0,3.0,12.0,0.0
174,1,9750000.0,37.9,19.0,10.0,2.846909146390401,NA,0.0,1.0,0.0,1.0,12.0,16.0,0.0
175,2,9768439.0,46.2,46.2,0,5.559235342432982,5.0,1.0,1.0,0.0,1.0,5.0,6.0,0.0
176,1,9769141.0,44.5,NA,NA,5.515174218521208,9.0,1.0,1.0,1.0,0.0,2.0,6.0,1.0
177,1,9800000.0,60.0,45.0,10.0,5.515174218521208,NA,0.0,1.0,0.0,1.0,3.0,5.0,0.0
178,3,9800000.0,58.0,42.0,5.5,8.137732723130124,8.0,1.0,1.0,1.0,1.0,6.0,9.0,0.0
179,2,9800000.0,46.0,35.0,7.0,3.7414576732412996,4.0,1.0,1.0,1.0,1.0,10.0,12.0,0.0
180,1,9865843.0,45.9,45.9,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,1.0,NA,1.0
181,3,9886025.0,59.1,59.1,0,5.542916000413058,5.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0
182,1,9886025.0,59.1,59.1,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,3.0,NA,1.0
183,2,9900000.0,49.0,32.0,8.0,4.503157792567625,12.0,1.0,0.0,0.0,1.0,7.0,12.0,0.0
184,1,9900000.0,38.0,19.5,9.1,3.2151318418403227,3.0,1.0,1.0,0.0,1.0,10.0,14.0,0.0
185,1,9900000.0,30.0,15.0,8.0,3.7823369708246566,7.0,1.0,0.0,0.0,0.0,7.0,8.0,0.0
186,2,9900000.0,44.6,32.0,7.0,2.391905337912284,15.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0
187,2,9900000.0,42.6,28.6,5.5,3.6412437792444896,10.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0
188,2,9900000.0,43.0,28.3,6.5,3.5650640614784264,NA,0.0,1.0,1.0,1.0,7.0,8.0,0.0
189,1,9900000.0,38.0,19.0,7.4,6.847094782609649,NA,0.0,0.0,0.0,1.0,13.0,17.0,0.0
190,2,9930382.0,46.2,46.2,0,5.559235342432982,5.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0
191,1,9930382.0,46.2,46.2,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,1.0,NA,1.0
192,2,9950000.0,40.0,27.0,5.0,3.9958292841931824,10.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0
193,1,9990000.0,35.0,20.0,10.0,2.4144300514008146,12.0,1.0,0.0,0.0,1.0,5.0,8.0,0.0
194,2,10000000.0,48.0,32.0,9.0,5.233034579956837,10.0,1.0,0.0,0.0,1.0,7.0,14.0,0.0
195,2,10000000.0,39.0,24.0,6.0,6.2693235405517,6.0,1.0,1.0,0.0,1.0,14.0,14.0,0.0
196,4,55000000.0,117.0,89.0,15.0,1.3419241433062556,11.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0
197,3,39990000.0,87.3,60.0,9.0,1.755356769361673,NA,0.0,0.0,1.0,0.0,3.0,5.0,0.0
198,4,120000000.0,173.7,138.0,NA,2.906875400109069,10.0,1.0,0.0,1.0,1.0,8.0,10.0,0.0
199,1,9999999.0,35.1,20.0,10.0,6.7056930524897504,10.0,1.0,1.0,1.0,1.0,9.0,12.0,0.0
200,2,10000000.0,38.0,23.0,8.0,3.770277780508465,4.0,1.0,1.0,0.0,1.0,8.0,9.0,0.0
201,2,10000000.0,38.0,23.0,6.0,3.5516048974860785,NA,0.0,1.0,1.0,0.0,2.0,9.0,0.0
202,1,10000000.0,33.9,18.0,9.0,3.805142355158047,11.0,1.0,1.0,0.0,1.0,9.0,9.0,0.0
203,2,10000000.0,40.0,28.0,6.0,5.5821766168870575,12.0,1.0,0.0,1.0,1.0,3.0,12.0,0.0
204,3,10000000.0,54.5,38.0,5.4,6.578243979028383,7.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0
205,2,10000000.0,41.0,25.1,6.1,4.048528478498426,11.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0
206,2,10000000.0,41.5,28.2,5.1,3.6499353523268603,3.0,1.0,1.0,1.0,1.0,9.0,9.0,0.0
207,2,10000000.0,43.0,28.0,6.0,6.578243979028383,9.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0
208,1,10000000.0,35.0,19.0,8.0,5.2128618789484245,15.0,0.0,1.0,0.0,1.0,3.0,12.0,0.0
209,2,10029600.0,50.0,28.0,11.0,3.464962497768431,5.0,1.0,0.0,0.0,1.0,8.0,16.0,0.0
210,2,10100000.0,44.6,32.0,7.0,2.391905337912284,11.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0
211,2,10100000.0,44.6,32.0,7.0,2.391905337912284,10.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0
212,2,10100000.0,52.0,31.0,10.0,5.430357766392436,NA,0.0,0.0,0.0,0.0,7.0,12.0,0.0
213,1,10200000.0,48.4,48.4,0,3.9544708621910982,7.0,1.0,0.0,0.0,0.0,20.0,44.0,0.0
214,1,10250000.0,37.0,18.0,10.0,3.102715234497951,5.0,1.0,1.0,0.0,1.0,6.0,9.0,0.0
215,1,10290000.0,30.1,15.1,8.0,3.3199793854483888,5.0,1.0,1.0,1.0,0.0,2.0,14.0,0.0
216,2,10300000.0,39.0,26.0,7.0,4.358726595236037,NA,0.0,0.0,1.0,1.0,4.0,12.0,0.0
217,2,10329300.0,49.0,28.0,11.0,3.464962497768431,5.0,1.0,0.0,0.0,1.0,13.0,16.0,0.0
218,1,10403243.0,46.5,46.5,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,2.0,NA,1.0
219,3,10478000.0,69.9,53.2,NA,5.964426330463657,NA,0.0,1.0,1.0,0.0,16.0,19.0,1.0
220,1,10485169.0,46.0,46.0,0,5.515174218521208,6.0,1.0,0.0,1.0,1.0,4.0,NA,1.0
221,2,10490000.0,46.0,28.0,7.0,3.7414576732412996,4.0,1.0,0.0,1.0,1.0,6.0,12.0,0.0
222,1,10500000.0,37.0,17.0,9.0,2.7060376935776898,NA,0.0,1.0,1.0,1.0,1.0,9.0,0.0
223,2,10500000.0,38.0,23.5,7.5,3.357177664662062,8.0,1.0,0.0,0.0,1.0,6.0,9.0,0.0
224,3,67800000.0,125.0,85.8,11.7,2.047347651354829,6.0,1.0,1.0,1.0,1.0,5.0,9.0,0.0
225,3,22900000.0,96.0,54.0,8.5,3.9609007364011264,NA,0.0,1.0,1.0,0.0,4.0,5.0,0.0
226,3,19500000.0,71.0,43.0,9.8,3.6598647805254614,4.0,1.0,1.0,0.0,1.0,2.0,14.0,0.0
